,share_name_index,contry,Industry,Market_Cap,P_E,Avg_Volume,EPS_this_Y,EPS_next_Y,rating,Global_Company_Size,Founded,Revenue,Recommend_to_friend,Approve_of_CEO
3467,INN [NYSE],USA,REIT - Hotel & Motel,1.01B,-1,661.05K,-334.10%,89.20%,4.3,1 to 50 Employees,1996,$100 to $500 million (USD),85,86
3468,INNV [NASD],USA,Medical Care Facilities,3.09B,-1,225.28K,-34.20%,185.20%,2.8,1001 to 5000 Employees,1990,$100 to $500 million (USD),47,50
3469,INO [NASD],USA,Biotechnology,1.79B,-1,8.44M,11.30%,72.50%,3.5,201 to 500 Employees,1996,$25 to $50 million (USD),58,86
3470,INOD [NASD],USA,Information Technology Services,190.73M,170.47,117.72K,129.00%,0.00%,3.5,1001 to 5000 Employees,1988,$50 to $100 million (USD),73,88
3471,INOV [NASD],USA,Health Information Services,4.96B,-1,436.83K,188.30%,24.30%,3,1001 to 5000 Employees,1998,$500 million to $1 billion (USD),47,65
3472,INPX [NASD],USA,Software - Application,123.96M,148.56,5.74M,97.90%,0.00%,4,51 to 200 Employees,1996,$100 to $500 million (USD),85,95
3473,INS [NYSE],USA,Software - Application,278.61M,34.28,57.25K,895.36%,24.19%,5,201 to 500 Employees,1973,$5 to $10 million (USD),100,100
3474,INSE [NASD],USA,Electronic Gaming & Multimedia,261.18M,-1,251.56K,23.00%,88.10%,5,1 to 50 Employees,1996,Less than $1 million (USD),100,100
3475,INSG [NASD],USA,Communication Equipment,1.03B,-1,2.04M,-129.70%,74.10%,3.9,501 to 1000 Employees,1996,$100 to $500 million (USD),80,91
3477,INSM [NASD],USA,Biotechnology,3.19B,20.35,1.20M,-0.20%,24.90%,3.7,501 to 1000 Employees,1988,$100 to $500 million (USD),65,81
3478,INSP [NYSE],USA,Medical Devices,4.76B,-1,230.86K,895.36%,29.90%,4.6,51 to 200 Employees,2007,$10 to $25 million (USD),100,100
3484,IO [NYSE],USA,Oil & Gas Equipment & Services,56.92M,-1,1.13M,23.50%,37.70%,3.2,501 to 1000 Employees,1968,$100 to $500 million (USD),46,61
3485,IONS [NASD],USA,Biotechnology,5.37B,-1,1.93M,-257.00%,3.80%,3.8,201 to 500 Employees,1989,$100 to $500 million (USD),73,68
3488,IOSP [NASD],USA,Specialty Chemicals,2.25B,-1,96.18K,-74.50%,19.02%,3.8,1001 to 5000 Employees,2002,$500 million to $1 billion (USD),74,97
3489,IOVA [NASD],USA,Biotechnology,3.74B,-1,3.86M,-18.10%,-7.70%,2.8,51 to 200 Employees,1996,$100 to $500 million (USD),45,40
3490,"IP [NYSE, S&P 500]",USA,Packaging & Containers,22.90B,24.07,2.75M,-60.40%,12.13%,3.7,10000+ Employees,1898,$10+ billion (USD),77,84
3493,IPAR [NASD],USA,Household & Personal Products,2.24B,-1,74.15K,-36.50%,17.50%,3.4,201 to 500 Employees,1985,$500 million to $1 billion (USD),72,100
3495,IPDN [NASD],USA,Staffing & Employment Services,19.08M,-1,694.22K,13.50%,0.00%,3.2,201 to 500 Employees,1998,$25 to $50 million (USD),64,100
3497,"IPG [NYSE, S&P 500]",USA,Advertising Agencies,12.18B,35.79,4.05M,677.48%,8.53%,4,10000+ Employees,1902,$5 to $10 billion (USD),85,95
3498,"IPGP [NASD, S&P 500]",USA,Semiconductor Equipment & Materials,10.99B,-1,327.10K,-11.40%,19.84%,3.1,5001 to 10000 Employees,1998,$1 to $2 billion (USD),59,88
3500,IPI [NYSE],USA,Agricultural Inputs,372.69M,-1,162.26K,300.50%,40.20%,3,501 to 1000 Employees,2000,$100 to $500 million (USD),49,68
3502,IPLDP [NASD],USA,Utilities - Regulated Electric,349.89M,-1,7.26K,14.00%,0.00%,3,1001 to 5000 Employees,1917,$2 to $5 billion (USD),49,51
3508,IPWR [NASD],USA,Specialty Industrial Machinery,69.22M,-1,160.46K,-16.80%,0.00%,2.4,1 to 50 Employees,1996,$1 to $5 million (USD),35,38
3509,IQ [NASD],China,Internet Content & Information,11.88B,-1,20.59M,32.70%,42.70%,4.2,501 to 1000 Employees,1996,$100 to $500 million (USD),76,100
3519,"IR [NYSE, S&P 500]",USA,Specialty Industrial Machinery,18.85B,-1,2.25M,-111.40%,9.31%,4.1,10000+ Employees,1859,$5 to $10 billion (USD),82,92
3521,IRBT [NASD],USA,Consumer Electronics,2.65B,-1,519.10K,73.10%,62.17%,4.4,1001 to 5000 Employees,1990,$1 to $2 billion (USD),90,99
3523,IRDM [NASD],USA,Telecom Services,5.29B,18.61,930.32K,68.40%,100.00%,3.3,201 to 500 Employees,2000,$100 to $500 million (USD),49,58
3524,IRIX [NASD],USA,Medical Devices,108.78M,1.75,84.36K,28.90%,58.20%,3.2,51 to 200 Employees,1989,$25 to $50 million (USD),50,64
3526,"IRM [NYSE, S&P 500]",USA,REIT - Specialty,12.81B,-1,2.22M,27.80%,9.07%,3.5,10000+ Employees,1951,$2 to $5 billion (USD),58,72
3527,IRMD [NASD],USA,Medical Devices,356.54M,-1,17.75K,677.48%,47.17%,4.5,51 to 200 Employees,2005,$25 to $50 million (USD),100,100
3528,IROQ [NASD],USA,Banks - Regional,74.10M,-1,3.62K,33.80%,0.00%,3.6,10000+ Employees,1783,$5 to $10 billion (USD),69,86
3530,IRS [NYSE],Argentina,Real Estate - Development,488.88M,1.18,84.96K,91.20%,0.00%,3.7,51 to 200 Employees,1996,$100 to $500 million (USD),64,72
3531,IRT [NYSE],USA,REIT - Residential,1.82B,-1,707.87K,-69.30%,40.38%,3.4,201 to 500 Employees,2016,$100 to $500 million (USD),56,90
3532,IRTC [NASD],USA,Medical Instruments & Supplies,1.90B,106.61,761.55K,26.90%,19.10%,3.6,501 to 1000 Employees,2008,$50 to $100 million (USD),61,86
3533,IRWD [NASD],USA,Drug Manufacturers - Specialty & Generic,1.90B,122.67,1.72M,74.90%,11.01%,4.2,201 to 500 Employees,1996,$100 to $500 million (USD),87,81
3534,ISBC [NASD],USA,Banks - Regional,3.40B,-1,1.97M,26.20%,10.22%,3.3,1001 to 5000 Employees,1926,$500 million to $1 billion (USD),50,66
3540,ISDR [AMEX],USA,Information Technology Services,95.47M,39.72,24.81K,213.20%,12.90%,3.8,51 to 200 Employees,2006,$10 to $25 million (USD),66,91
3544,ISIG [NASD],USA,Advertising Agencies,14.19M,-1,263.47K,15.70%,0.00%,3.4,51 to 200 Employees,1990,$25 to $50 million (USD),58,67
3547,ISNS [NASD],USA,Scientific & Technical Instruments,35.26M,-1,1.94M,-84.90%,0.00%,2.3,51 to 200 Employees,1984,$10 to $25 million (USD),5,6
3548,ISR [AMEX],USA,Medical Instruments & Supplies,113.91M,-1,1.83M,33.50%,-33.30%,3.4,1 to 50 Employees,1996,$5 to $10 million (USD),56,100
3550,"ISRG [NASD, S&P 500]",USA,Medical Instruments & Supplies,103.45B,90.61,546.50K,677.48%,17.83%,4.6,5001 to 10000 Employees,1995,$2 to $5 billion (USD),93,99
3551,ISSC [NASD],USA,Aerospace & Defense,101.72M,55.46,24.91K,-74.90%,0.00%,2.5,51 to 200 Employees,1988,$25 to $50 million (USD),27,21
3553,ISTR [NASD],USA,Banks - Regional,234.67M,-1,43.24K,-23.50%,5.12%,3.4,51 to 200 Employees,1996,$25 to $50 million (USD),71,100
3554,ISUN [NASD],USA,Solar,102.11M,-1,402.24K,45.10%,233.30%,5,1 to 50 Employees,1996,$100 to $500 million (USD),100,100
3556,"IT [NYSE, S&P 500]",USA,Information Technology Services,19.88B,12.78,713.82K,15.60%,-3.04%,3.8,10000+ Employees,1979,$2 to $5 billion (USD),73,85
3561,ITCI [NASD],USA,Biotechnology,3.65B,-1,490.91K,-20.50%,41.20%,3.2,1 to 50 Employees,1996,Less than $1 million (USD),48,100
3563,ITGR [NYSE],USA,Medical Devices,2.94B,-1,137.25K,-15.50%,19.20%,3.5,5001 to 10000 Employees,1947,$1 to $2 billion (USD),69,86
3565,ITI [NASD],USA,Communication Equipment,310.79M,-1,247.74K,126.20%,58.00%,3.6,201 to 500 Employees,1987,$50 to $100 million (USD),69,100
3566,ITIC [NASD],USA,Insurance - Specialty,323.65M,44.15,3.10K,25.30%,0.00%,4.2,201 to 500 Employees,1973,$100 to $500 million (USD),76,81
3568,ITMR [NASD],Israel,Medical Devices,353.96M,-1,36.37K,-43.00%,58.40%,3.2,1 to 50 Employees,1996,$100 to $500 million (USD),49,100
3569,ITOS [NASD],USA,Biotechnology,872.69M,-1,411.76K,677.48%,-32.90%,4,1 to 50 Employees,1996,$100 to $500 million (USD),100,100
3571,ITP [AMEX],China,Paper & Paper Products,44.95M,-1,4.77M,-307.90%,0.00%,2.5,51 to 200 Employees,1996,$25 to $50 million (USD),37,0
3574,ITRI [NASD],USA,Scientific & Technical Instruments,4.20B,-1,415.60K,-217.50%,29.06%,3.8,5001 to 10000 Employees,1977,$2 to $5 billion (USD),74,89
3576,ITRN [NASD],Israel,Communication Equipment,612.08M,-1,56.43K,136.60%,24.47%,3.6,1001 to 5000 Employees,1996,$500 million to $1 billion (USD),72,98
3577,ITT [NYSE],USA,Specialty Industrial Machinery,7.44B,-1,530.43K,-81.90%,14.81%,3.7,10000+ Employees,1920,$2 to $5 billion (USD),61,60
3578,ITUB [NYSE],Brazil,Banks - Regional,60.40B,-1,37.41M,677.48%,20.65%,4.4,10000+ Employees,1903,$10+ billion (USD),91,93
3579,"ITW [NYSE, S&P 500]",USA,Specialty Industrial Machinery,69.33B,29.83,1.06M,-14.40%,9.66%,3.8,10000+ Employees,1912,$10+ billion (USD),77,88
3586,IVAC [NASD],USA,Aerospace & Defense,162.39M,-1,259.96K,-11.10%,139.20%,2.6,201 to 500 Employees,1990,$50 to $100 million (USD),35,73
3589,IVC [NYSE],USA,Medical Devices,278.42M,-1,437.47K,48.00%,126.20%,3.3,5001 to 10000 Employees,1979,$1 to $2 billion (USD),48,57
3598,IVR [NYSE],USA,REIT - Mortgage,1.15B,-1,12.37M,-576.50%,1.28%,3.7,5001 to 10000 Employees,1935,$2 to $5 billion (USD),71,81
3601,"IVZ [NYSE, S&P 500]",USA,Asset Management,11.91B,-1,4.03M,-11.60%,5.97%,3.7,5001 to 10000 Employees,1935,$2 to $5 billion (USD),71,81
3616,IX [NYSE],Japan,Credit Services,22.00B,-1,25.10K,-33.00%,42.40%,3.2,10000+ Employees,1996,$10+ billion (USD),66,99
3639,"J [NYSE, S&P 500]",USA,Engineering & Construction,17.02B,-1,593.59K,13.50%,15.14%,3.8,10000+ Employees,1947,$10+ billion (USD),79,90
3640,JACK [NASD],USA,Restaurants,2.54B,17.02,326.50K,9.20%,2.95%,3.4,10000+ Employees,1951,$1 to $2 billion (USD),45,67
3642,JAGX [NASD],USA,Biotechnology,222.47M,-1,11.32M,-88.90%,-11.10%,2.5,1 to 50 Employees,1996,$100 to $500 million (USD),0,100
3643,JAKK [NASD],USA,Leisure,59.49M,-1,224.31K,-80.20%,-43.93%,2.9,501 to 1000 Employees,1995,$500 million to $1 billion (USD),63,54
3644,JAMF [NASD],USA,Software - Application,3.84B,-1,604.25K,25.40%,33.90%,4.5,1001 to 5000 Employees,2002,$100 to $500 million (USD),91,95
3646,JAX [NYSE],USA,Restaurants,178.28M,-1,36.00K,-346.30%,0.00%,3.9,501 to 1000 Employees,1996,$10 to $25 million (USD),59,62
3647,JAZZ [NASD],Ireland,Biotechnology,10.07B,17.83,663.27K,-53.60%,24.43%,4.1,1001 to 5000 Employees,2003,$1 to $2 billion (USD),81,97
3648,JBGS [NYSE],USA,REIT - Office,4.30B,-1,479.98K,-201.50%,15.50%,3.9,501 to 1000 Employees,1996,$100 to $500 million (USD),70,79
3649,"JBHT [NASD, S&P 500]",USA,Integrated Freight & Logistics,16.37B,102.88,582.02K,-0.60%,16.39%,3.7,10000+ Employees,1961,$5 to $10 billion (USD),77,90
3650,JBL [NYSE],USA,Electronic Components,8.20B,23.45,890.07K,-79.90%,6.62%,3.9,10000+ Employees,1966,$10+ billion (USD),76,93
3651,JBLU [NASD],USA,Airlines,5.42B,10.28,7.19M,-355.90%,144.40%,4.2,10000+ Employees,1999,$5 to $10 billion (USD),85,88
3652,JBSS [NASD],USA,Packaged Foods,1.02B,-1,32.16K,-36.70%,0.19%,2.8,1001 to 5000 Employees,1922,$500 million to $1 billion (USD),42,57
3653,JBT [NYSE],USA,Specialty Industrial Machinery,4.23B,15.98,172.03K,-16.10%,19.64%,3.8,5001 to 10000 Employees,1884,$1 to $2 billion (USD),70,85
3655,"JCI [NYSE, S&P 500]",Ireland,Engineering & Construction,46.14B,16.98,4.32M,-33.40%,20.58%,3.5,10000+ Employees,1885,$10+ billion (USD),66,70
3661,JCS [NASD],USA,Communication Equipment,62.54M,-1,37.44K,-817.60%,0.00%,1.7,501 to 1000 Employees,1969,$50 to $100 million (USD),0,100
3662,JCTCF [NASD],USA,Lumber & Wood Production,34.62M,-1,1.92K,54.90%,0.00%,3,51 to 200 Employees,1996,$25 to $50 million (USD),54,54
3667,JEF [NYSE],USA,Financial Conglomerates,7.14B,28.02,1.99M,40.20%,40.20%,4.1,1001 to 5000 Employees,1962,$2 to $5 billion (USD),83,91
3668,JELD [NYSE],USA,Building Products & Equipment,2.57B,-1,728.10K,45.10%,15.01%,3.2,5001 to 10000 Employees,1960,$2 to $5 billion (USD),63,74
3674,JFU [NASD],China,Software - Application,496.27M,6.02,2.16M,-8.50%,0.00%,2,1001 to 5000 Employees,1996,$100 to $500 million (USD),0,100
3678,JHG [NYSE],United Kingdom,Asset Management,6.33B,-1,1.00M,-60.50%,0.96%,4.1,1001 to 5000 Employees,1996,$100 to $500 million (USD),77,70
3691,JHX [NYSE],Ireland,Building Materials,15.17B,-1,25.97K,8.50%,35.71%,3.9,1001 to 5000 Employees,1888,$2 to $5 billion (USD),78,91
3694,JILL [NYSE],USA,Apparel Retail,192.76M,-1,231.15K,-3.60%,0.00%,3.7,1001 to 5000 Employees,1959,$500 million to $1 billion (USD),67,90
3698,JJSF [NASD],USA,Packaged Foods,3.28B,-1,103.66K,-80.60%,83.92%,3.6,1001 to 5000 Employees,1971,$500 million to $1 billion (USD),73,93
3699,"JKHY [NASD, S&P 500]",USA,Information Technology Services,12.25B,-1,512.60K,9.70%,13.46%,3.9,5001 to 10000 Employees,1976,$1 to $2 billion (USD),77,92
3700,JKS [NYSE],China,Solar,1.64B,63.47,1.97M,-75.70%,34.58%,3.2,10000+ Employees,2006,$10+ billion (USD),49,91
3701,JLL [NYSE],USA,Real Estate Services,10.06B,10.21,316.52K,-28.60%,7.73%,3.9,10000+ Employees,1996,$5 to $10 billion (USD),78,93
3704,JMIA [NYSE],Germany,Internet Retail,2.83B,-1,6.77M,37.90%,7.00%,3.6,1001 to 5000 Employees,2012,$100 to $500 million (USD),70,89
3708,JMP [NYSE],USA,Capital Markets,117.89M,-1,69.22K,26.20%,14.04%,3.4,201 to 500 Employees,1997,$100 to $500 million (USD),100,100
3711,JNCE [NASD],USA,Biotechnology,388.07M,-1,399.90K,50.20%,40.20%,4.4,51 to 200 Employees,2013,Less than $1 million (USD),93,95
3714,"JNPR [NYSE, S&P 500]",USA,Communication Equipment,8.91B,28.61,3.75M,-22.40%,10.66%,3.9,5001 to 10000 Employees,1996,$2 to $5 billion (USD),79,89
3717,JOAN [NASD],USA,Specialty Retail,597.51M,-1,481.14K,143.80%,6.52%,3.1,10000+ Employees,1943,$2 to $5 billion (USD),49,44
3718,JOB [AMEX],USA,Staffing & Employment Services,59.13M,43.79,6.89M,144.40%,0.00%,3.1,51 to 200 Employees,1996,$100 to $500 million (USD),0,100
3719,JOBS [NASD],China,Staffing & Employment Services,5.04B,14.25,279.98K,102.00%,7.65%,3.8,1 to 50 Employees,1996,$100 to $500 million (USD),0,100
3724,JOUT [NASD],USA,Leisure,1.19B,12.33,34.35K,7.00%,5.00%,3.9,1001 to 5000 Employees,1985,$100 to $500 million (USD),71,95
3747,JRSH [NASD],USA,Apparel Manufacturing,73.71M,-1,12.77K,25.40%,55.26%,4,51 to 200 Employees,1996,$100 to $500 million (USD),100,100
3748,JRVR [NASD],Bermuda,Insurance - Specialty,1.32B,-1,432.32K,-87.50%,245.30%,3.2,501 to 1000 Employees,2002,$100 to $500 million (USD),57,50
3758,JVA [NASD],USA,Packaged Foods,29.30M,-1,60.13K,-0.50%,0.00%,1,51 to 200 Employees,1996,$50 to $100 million (USD),0,100
3760,JW-A [NYSE],USA,Publishing,3.07B,-1,417.65K,-145.40%,5.78%,3.9,5001 to 10000 Employees,1807,$1 to $2 billion (USD),73,87
3762,JWN [NYSE],USA,Department Stores,4.93B,39.82,3.37M,-238.10%,97.58%,3.7,10000+ Employees,1901,$10+ billion (USD),67,84
3768,"K [NYSE, S&P 500]",USA,Packaged Foods,21.70B,-1,2.73M,32.90%,3.71%,3.8,10000+ Employees,1906,$10+ billion (USD),74,87
3770,KAI [NYSE],USA,Specialty Industrial Machinery,1.97B,33.09,39.72K,5.00%,10.95%,3,1001 to 5000 Employees,1991,$100 to $500 million (USD),45,76
3774,KALA [NASD],USA,Biotechnology,381.78M,-1,2.46M,27.80%,45.50%,4.6,51 to 200 Employees,2009,$100 to $500 million (USD),100,100
3776,KALU [NASD],USA,Aluminum,1.94B,-1,110.79K,-52.70%,18.35%,3.5,1001 to 5000 Employees,1987,$1 to $2 billion (USD),60,95
3777,KALV [NASD],USA,Biotechnology,685.05M,-1,313.64K,40.30%,40.20%,5,1 to 50 Employees,1996,$100 to $500 million (USD),100,100
3778,KAMN [NYSE],USA,Aerospace & Defense,1.43B,-1,119.43K,-226.30%,12.68%,3.2,5001 to 10000 Employees,1945,$1 to $2 billion (USD),44,99
3780,KAR [NYSE],USA,Specialty Retail,2.14B,264.55,2.09M,-123.50%,4.19%,3.3,10000+ Employees,2006,$2 to $5 billion (USD),57,100
3783,KB [NYSE],South Korea,Banks - Regional,20.37B,23.4,193.89K,-3.70%,0.00%,2.9,51 to 200 Employees,1996,$10+ billion (USD),43,66
3785,KBAL [NASD],USA,"Furnishings, Fixtures & Appliances",472.64M,-1,232.49K,4.40%,81.33%,3.5,1001 to 5000 Employees,1950,$500 million to $1 billion (USD),68,52
3787,KBH [NYSE],USA,Residential Construction,3.87B,-1,1.35M,9.80%,13.75%,3.7,1001 to 5000 Employees,1957,$2 to $5 billion (USD),71,78
3788,KBNT [NASD],USA,Software - Application,70.22M,-1,315.53K,677.48%,96.50%,5,1 to 50 Employees,2017,$100 to $500 million (USD),100,100
3789,KBR [NYSE],USA,Engineering & Construction,5.18B,-1,1.53M,-135.60%,13.40%,3.7,10000+ Employees,1901,$5 to $10 billion (USD),72,88
3796,KC [NASD],China,Software - Application,8.12B,-1,1.54M,-5.80%,100.00%,3.6,201 to 500 Employees,1996,$100 to $500 million (USD),37,100
3800,KDMN [NASD],USA,Biotechnology,702.88M,-1,2.37M,-39.30%,26.50%,2.3,51 to 200 Employees,1996,$25 to $50 million (USD),35,100
3802,KDP [NASD],USA,Beverages - Non-Alcoholic,48.53B,-1,5.40M,7.90%,9.17%,3.6,10000+ Employees,2018,$10+ billion (USD),66,85
3804,KELYA [NASD],USA,Staffing & Employment Services,929.91M,32.17,183.36K,-164.40%,44.03%,3.5,5001 to 10000 Employees,1946,$5 to $10 billion (USD),66,74
3807,KEP [NYSE],South Korea,Utilities - Regulated Electric,14.85B,11.1,159.96K,184.90%,723.08%,3.4,10000+ Employees,1996,$10+ billion (USD),48,45
3808,KEQU [NASD],USA,"Furnishings, Fixtures & Appliances",34.62M,8.72,2.39K,-396.90%,0.00%,3.2,501 to 1000 Employees,1970,$100 to $500 million (USD),63,100
3809,KERN [NASD],USA,Health Information Services,104.88M,10.66,1.23M,-19.40%,0.00%,2.7,51 to 200 Employees,2019,$100 to $500 million (USD),43,100
3810,KGC [NYSE],Canada,Gold,8.26B,5.94,12.32M,71.20%,47.18%,4.3,5001 to 10000 Employees,1996,$2 to $5 billion (USD),93,99
3812,"KHC [NASD, S&P 500]",USA,Packaged Foods,49.00B,-1,5.63M,-85.80%,0.00%,3.3,10000+ Employees,2015,$10+ billion (USD),52,71
3813,KIDS [NASD],USA,Medical Devices,1.25B,-1,135.05K,677.48%,53.60%,4.4,51 to 200 Employees,2006,$10 to $25 million (USD),98,100
3816,"KIM [NYSE, S&P 500]",USA,REIT - Retail,8.76B,-1,4.77M,181.30%,-18.96%,3.8,501 to 1000 Employees,1966,$1 to $2 billion (USD),86,100
3817,KIN [NASD],USA,Drug Manufacturers - Specialty & Generic,432.48M,-1,1.05M,-65.10%,58.60%,2.8,1 to 50 Employees,1996,$5 to $10 million (USD),52,100
3818,KINS [NASD],USA,Insurance - Property & Casualty,87.29M,-1,15.36K,116.40%,50.00%,5,51 to 200 Employees,1996,$50 to $100 million (USD),100,100
3821,KLDO [NASD],USA,Biotechnology,313.28M,-1,271.73K,27.40%,7.30%,3.5,1 to 50 Employees,1996,Less than $1 million (USD),59,100
3823,KLIC [NASD],Singapore,Semiconductor Equipment & Materials,3.30B,-1,848.61K,105.40%,-18.25%,3.9,1001 to 5000 Employees,1951,$500 million to $1 billion (USD),77,77
3824,KLR [AMEX],Italy,Telecom Services,377.28M,-1,303.46K,-14.50%,67.50%,3.6,201 to 500 Employees,1999,$100 to $500 million (USD),56,86
3825,KLXE [NASD],USA,Oil & Gas Equipment & Services,95.50M,-1,201.37K,-136.50%,14.40%,3.4,1001 to 5000 Employees,1996,$1 to $2 billion (USD),45,51
3826,"KMB [NYSE, S&P 500]",USA,Household & Personal Products,43.39B,23.16,2.57M,10.00%,7.47%,4,10000+ Employees,1872,$10+ billion (USD),84,94
3827,KMDA [NASD],Israel,Drug Manufacturers - Specialty & Generic,256.84M,14.21,63.21K,-55.30%,-23.50%,3.7,201 to 500 Employees,1996,$100 to $500 million (USD),69,100
3829,"KMI [NYSE, S&P 500]",USA,Oil & Gas Midstream,39.70B,-1,15.47M,-95.10%,-23.49%,3.7,10000+ Employees,1997,$10+ billion (USD),76,78
3830,KMPH [NASD],USA,Biotechnology,362.60M,-1,1.05M,75.80%,117.90%,4,1 to 50 Employees,1996,$5 to $10 million (USD),100,100
3831,KMPR [NYSE],USA,Insurance - Property & Casualty,4.47B,278.6,253.11K,-22.90%,14.46%,4.2,5001 to 10000 Employees,1990,$25 to $50 million (USD),85,93
3832,KMT [NYSE],USA,Tools & Accessories,2.79B,9.87,606.47K,-105.40%,95.49%,3.6,5001 to 10000 Employees,1938,$1 to $2 billion (USD),63,71
3833,"KMX [NYSE, S&P 500]",USA,Auto & Truck Dealerships,18.17B,10.46,1.12M,-15.10%,10.56%,3.7,10000+ Employees,1993,$10+ billion (USD),66,74
3834,KN [NYSE],USA,Communication Equipment,1.75B,1012.42,673.06K,677.48%,10.11%,4,5001 to 10000 Employees,1946,$500 million to $1 billion (USD),69,71
3835,KNBE [NASD],USA,Software - Infrastructure,5.69B,18.8,445.44K,98.10%,180.77%,4.8,501 to 1000 Employees,2010,$100 to $500 million (USD),96,99
3839,KNL [NYSE],USA,Business Equipment & Supplies,1.28B,13.11,1.27M,-93.50%,84.75%,3.9,1001 to 5000 Employees,1938,$1 to $2 billion (USD),75,87
3844,KOP [NYSE],USA,Specialty Chemicals,656.14M,-1,124.55K,41.20%,7.93%,3.4,1001 to 5000 Employees,2006,$1 to $2 billion (USD),48,79
3845,KOPN [NASD],USA,Electronic Components,781.11M,-1,3.66M,85.40%,40.00%,4.2,51 to 200 Employees,1984,$10 to $25 million (USD),77,100
3849,KOS [NYSE],USA,Oil & Gas E&P,1.27B,6.39,6.44M,-630.90%,2000.00%,3.5,1 to 50 Employees,1996,$5 to $10 million (USD),51,75
3850,KOSS [NASD],USA,Consumer Electronics,189.18M,475.42,2.55M,-252.20%,0.00%,4.3,51 to 200 Employees,1996,$10 to $25 million (USD),77,100
3851,KPTI [NASD],USA,Biotechnology,812.12M,-1,1.76M,15.40%,40.10%,4,201 to 500 Employees,1996,$100 to $500 million (USD),81,100
3852,"KR [NYSE, S&P 500]",USA,Grocery Stores,29.40B,-1,8.66M,60.60%,1.65%,3.2,10000+ Employees,1996,$10+ billion (USD),48,44
3855,KRC [NYSE],USA,REIT - Office,8.20B,13.37,1.05M,50.20%,40.20%,3.4,201 to 500 Employees,1947,$500 million to $1 billion (USD),52,59
3857,KREF [NYSE],USA,REIT - Mortgage,1.23B,12.3,485.20K,-39.30%,-6.65%,4.3,5001 to 10000 Employees,1983,$5 to $10 billion (USD),85,96
3858,KRG [NYSE],USA,REIT - Retail,1.81B,-1,521.57K,-100.00%,0.00%,2.6,51 to 200 Employees,1972,$100 to $500 million (USD),25,41
3859,KRKR [NASD],China,Internet Content & Information,98.56M,-1,112.92K,68.00%,25.00%,4,201 to 500 Employees,1996,$100 to $500 million (USD),80,100
3861,KRMD [NASD],USA,Medical Instruments & Supplies,185.17M,-1,305.96K,-300.10%,75.00%,3.1,51 to 200 Employees,1996,$10 to $25 million (USD),59,100
3864,KRNT [NASD],Israel,Specialty Industrial Machinery,5.10B,-1,253.58K,-143.70%,67.77%,4.3,201 to 500 Employees,2003,$100 to $500 million (USD),88,99
3865,KRNY [NASD],USA,Banks - Regional,963.02M,-1,312.67K,-18.00%,14.50%,2.9,501 to 1000 Employees,1884,$5 to $10 billion (USD),44,89
3866,KRO [NYSE],USA,Specialty Chemicals,1.66B,-1,160.65K,-26.50%,18.23%,3.8,1001 to 5000 Employees,1989,$1 to $2 billion (USD),88,100
3870,KRT [NASD],USA,Packaging & Containers,391.60M,-1,95.77K,-916.10%,23.68%,2.5,201 to 500 Employees,1996,$100 to $500 million (USD),0,100
3871,KRTX [NASD],USA,Biotechnology,3.74B,13.39,150.38K,60.20%,40.20%,3.1,1 to 50 Employees,1996,$100 to $500 million (USD),51,100
3872,KRUS [NASD],USA,Restaurants,284.88M,-1,41.70K,-15.40%,89.20%,3.6,1001 to 5000 Employees,1996,$100 to $500 million (USD),60,80
3880,KSPN [NASD],USA,Specialty Retail,65.04M,-1,22.89K,73.40%,126.50%,3.8,51 to 200 Employees,2008,$100 to $500 million (USD),72,74
