,share_name_index,company_name,contry,Industry,Market_Cap,P_E,Avg_Volume,EPS_this_Y,EPS_next_Y,rating,rating_count,Headquarters,Global_Company_Size,Founded,Revenue,Recommend_to_friend,Approve_of_CEO
2931,GSP [NYSE],iPath S&P GSCI Total Return Index ETN,USA,Exchange Traded Fund,-,-,11.99K,-,-,-1,-1,-1,-1,-1,-1,-1,-1
2932,GSQD [NYSE],G Squared Ascend I Inc.,USA,Shell Companies,340.51M,-,18.82K,-,-,-1,,"Chicago, IL",Unknown,null,Unknown / Non-Applicable,-1,-1
2933,GSS [AMEX],Golden Star Resources Ltd.,Canada,Gold,435.03M,-,574.56K,-79.30%,31.09%,4.1,,"Toronto, Canada",1001 to 5000 Employees,null,$100 to $500 million (USD),100,100
2934,GSSC [NYSE],Goldman Sachs ActiveBeta U.S. Small Cap Equity ETF,USA,Exchange Traded Fund,-,-,39.06K,-,-,-1,-1,-1,-1,-1,-1,-1,-1
2935,GSST [AMEX],Goldman Sachs Access Ultra Short Bond ETF,USA,Exchange Traded Fund,-,-,34.56K,-,-,-1,-1,-1,-1,-1,-1,-1,-1
2936,GSV [AMEX],Gold Standard Ventures Corp,Canada,Gold,206.34M,77.44,1.55M,-25.00%,-,-1,,"Vancouver, Canada",1 to 50 Employees,null,Unknown / Non-Applicable,-1,-1
2937,GSY [NYSE],Invesco Ultra Short Duration ETF,USA,Exchange Traded Fund,-,5.01,458.02K,-,-,-1,-1,-1,-1,-1,-1,-1,-1
2938,GT [NASD],The Goodyear Tire & Rubber Company,USA,Auto Parts,4.53B,-,3.95M,-301.50%,104.97%,4.1,,"Weston, FL",1 to 50 Employees,null,Unknown / Non-Applicable,75,-1
2939,GTBP [NASD],"GT Biopharma, Inc.",USA,Biotechnology,367.51M,-,570.51K,43.50%,48.10%,-1,,"Westlake Village, CA",1 to 50 Employees,null,Unknown / Non-Applicable,-1,-1
2940,GTE [AMEX],Gran Tierra Energy Inc.,Canada,Oil & Gas E&P,270.10M,-,4.97M,-,-,2.9,,"Calgary, Canada",201 to 500 Employees,null,$100 to $500 million (USD),54,42
2941,GTEC [NASD],Greenland Technologies Holding Corporation,China,Specialty Industrial Machinery,93.37M,5.24,115.59K,19.60%,21.67%,3.8,,"Los Angeles, CA",1 to 50 Employees,null,Unknown / Non-Applicable,58,66
2942,GTES [NYSE],Gates Industrial Corporation plc,USA,Specialty Industrial Machinery,4.91B,10.4,601.80K,-88.50%,13.19%,3.1,,"Denver, CO",10000+ Employees,1911,$2 to $5 billion (USD),52,52
2943,GTH [NASD],Genetron Holdings Limited,China,Diagnostics & Research,1.83B,12.12,290.85K,-88.10%,36.10%,-1,,"Beijing, China",51 to 200 Employees,null,Unknown / Non-Applicable,-1,-1
2944,GTHX [NASD],"G1 Therapeutics, Inc.",USA,Biotechnology,893.73M,45.21,1.03M,19.80%,3.10%,3.1,,"Research Triangle Park, NC",51 to 200 Employees,null,Unknown / Non-Applicable,37,-1
2945,GTIM [NASD],Good Times Restaurants Inc.,USA,Restaurants,50.05M,11.58,87.43K,-169.30%,-,3.8,,"Lakewood, CO",1001 to 5000 Employees,1987,$50 to $100 million (USD),75,79
2946,GTIP [AMEX],Goldman Sachs Access Inflation Protected USD Bond ETF,USA,Exchange Traded Fund,-,-,16.81K,-,-,-1,-1,-1,-1,-1,-1,-1,-1
2947,GTLS [NYSE],"Chart Industries, Inc.",USA,Specialty Industrial Machinery,4.68B,-,301.39K,111.10%,35.54%,3.2,,"Ball Ground, GA",5001 to 10000 Employees,1986,$1 to $2 billion (USD),61,60
2948,GTN [NYSE],"Gray Television, Inc.",USA,Broadcasting,2.13B,-,715.15K,190.60%,102.27%,3.6,,"Brookhaven, GA",1001 to 5000 Employees,1897,$500 million to $1 billion (USD),61,79
2949,GTO [NYSE],Invesco Total Return Bond ETF,USA,Exchange Traded Fund,-,-,116.59K,-,-,-1,-1,-1,-1,-1,-1,-1,-1
2950,GTS [NYSE],Triple-S Management Corporation,USA,Healthcare Plans,555.02M,4.6,71.68K,-27.40%,-,3.1,,"San Juan, PR",1001 to 5000 Employees,1999,$2 to $5 billion (USD),47,52
2951,GTT [NYSE],"GTT Communications, Inc.",USA,Telecom Services,129.40M,-,5.05M,-26.60%,46.20%,3.4,,"McLean, VA",1001 to 5000 Employees,1998,$1 to $2 billion (USD),59,53
2952,GTX [NASD],Garrett Motion Inc.,Switzerland,Auto Parts,498.25M,-,358.63K,-74.50%,-,3.8,,"Rolle, Switzerland",5001 to 10000 Employees,1954,$2 to $5 billion (USD),72,80
2953,GTY [NYSE],Getty Realty Corp.,USA,REIT - Retail,1.45B,-,182.82K,36.40%,-1.95%,-1,,"Jericho, NY",1 to 50 Employees,null,$100 to $500 million (USD),-1,-1
2954,GTYH [NASD],GTY Technology Holdings Inc.,USA,Software - Application,414.52M,-,185.45K,57.10%,33.30%,-1,-1,-1,-1,-1,-1,-1,-1
2955,GUNR [NYSE],FlexShares Morningstar Global Upstream Natural Resources Index Fund,USA,Exchange Traded Fund,-,5,804.39K,-,-,3.8,,"Washington, DC",10000+ Employees,1905,Unknown / Non-Applicable,72,75
2956,GURE [NASD],"Gulf Resources, Inc.",China,Specialty Chemicals,75.30M,19.07,155.31K,68.00%,-,-1,,"Shouguang, China",201 to 500 Employees,null,$100 to $500 million (USD),-1,-1
2957,GURU [NYSE],Global X Guru Index ETF,USA,Exchange Traded Fund,-,25.91,4.52K,-,-,-1,-1,-1,-1,-1,-1,-1,-1
2958,GUSH [NYSE],Direxion Daily S&P Oil & Gas Exp. & Prod. Bull 2X Shares,USA,Exchange Traded Fund,-,-,1.86M,-,-,-1,-1,-1,-1,-1,-1,-1,-1
2959,GUT [NYSE],The Gabelli Utility Trust,USA,Closed-End Fund - Equity,418.36M,-,197.56K,-,-,-1,-1,-1,-1,-1,-1,-1,-1
2960,GVA [NYSE],Granite Construction Incorporated,USA,Engineering & Construction,1.69B,-,390.66K,-146.10%,136.30%,3.7,,"Watsonville, CA",1001 to 5000 Employees,1922,$2 to $5 billion (USD),74,91
2961,GVAL [AMEX],Cambria Global Value ETF,USA,Exchange Traded Fund,-,20.98,11.19K,-,-,-1,-1,-1,-1,-1,-1,-1,-1
2962,GVI [AMEX],iShares Intermediate Government/Credit Bond ETF,USA,Exchange Traded Fund,-,-,92.92K,-,-,-1,-1,-1,-1,-1,-1,-1,-1
2963,GVIP [NYSE],Goldman Sachs Hedge Industry VIP ETF,USA,Exchange Traded Fund,-,-,14.80K,-,-,-1,-1,-1,-1,-1,-1,-1,-1
2964,GVP [NASD],"GSE Systems, Inc.",USA,Software - Application,33.80M,-,136.61K,14.40%,-,3.4,,"Columbia, MD",201 to 500 Employees,1994,$50 to $100 million (USD),64,57
2965,GWAC [NASD],Good Works Acquisition Corp.,USA,Shell Companies,214.39M,-,261.42K,-,-,-1,-1,-1,-1,-1,-1,-1,-1
2966,GWB [NYSE],"Great Western Bancorp, Inc.",USA,Banks - Regional,1.78B,-,352.90K,-518.80%,-11.10%,3.8,,"Sioux Falls, SD",1001 to 5000 Employees,null,$100 to $500 million (USD),82,100
2967,GWGH [NASD],"GWG Holdings, Inc.",USA,Insurance - Life,211.87M,-,17.60K,111.60%,-,3.1,,"Minneapolis, MN",51 to 200 Employees,2006,$25 to $50 million (USD),54,62
2968,GWRE [NYSE],"Guidewire Software, Inc.",USA,Software - Application,9.30B,-,628.32K,-193.90%,-70.40%,4.5,,"San Mateo, CA",1001 to 5000 Employees,2001,$500 million to $1 billion (USD),89,99
2969,GWRS [NASD],"Global Water Resources, Inc.",USA,Utilities - Regulated Water,386.86M,-,27.64K,-52.60%,63.64%,2.9,,"Phoenix, AZ",1 to 50 Employees,null,$25 to $50 million (USD),42,37
2970,"GWW [NYSE, S&P 500]","W.W. Grainger, Inc.",USA,Industrial Distribution,22.77B,30.64,250.79K,-16.60%,14.44%,4,,"Lake Forest, IL",10000+ Employees,1927,$10+ billion (USD),76,90
2971,GWX [NYSE],SPDR S&P International Small Cap ETF,USA,Exchange Traded Fund,-,19.24,100.71K,-,-,-1,-1,-1,-1,-1,-1,-1,-1
2972,GXC [NYSE],SPDR S&P China ETF,USA,Exchange Traded Fund,-,-,87.02K,-,-,-1,-1,-1,-1,-1,-1,-1,-1
2973,GXF [NYSE],Global X FTSE Nordic Region ETF,USA,Exchange Traded Fund,-,-,5.91K,-,-,-1,-1,-1,-1,-1,-1,-1,-1
2974,GXG [NYSE],Global X MSCI Colombia ETF,USA,Exchange Traded Fund,-,-,12.23K,-,-,-1,-1,-1,-1,-1,-1,-1,-1
2975,GXGX [NASD],GX Acquisition Corp.,USA,Shell Companies,366.59M,-,466.98K,-196.70%,-,-1,-1,-1,-1,-1,-1,-1,-1
2976,GXII [NASD],GX Acquisition Corp. II,USA,Shell Companies,-,-,22.77K,-,-,-1,-1,-1,-1,-1,-1,-1,-1
2977,GXIIU [NASD],GX Acquisition Corp. II,USA,Shell Companies,-,-,336.70K,-,-,-1,-1,-1,-1,-1,-1,-1,-1
2978,GXTG [NASD],Global X Thematic Growth ETF,USA,Exchange Traded Fund,-,-,17.73K,-,-,-1,-1,-1,-1,-1,-1,-1,-1
2979,GYLD [NYSE],Arrow Dow Jones Global Yield ETF,USA,Exchange Traded Fund,-,-,10.00K,-,-,-1,-1,-1,-1,-1,-1,-1,-1
2980,GYRO [NASD],"Gyrodyne, LLC",USA,Real Estate Services,21.02M,-,3.58K,-,-,-1,,"Saint James, NY",1 to 50 Employees,null,$5 to $10 million (USD),-1,-1
2981,H [NYSE],Hyatt Hotels Corporation,USA,Lodging,8.05B,-,484.88K,-196.30%,94.50%,4.2,,"Chicago, IL",10000+ Employees,1957,$2 to $5 billion (USD),81,93
2982,HA [NASD],"Hawaiian Holdings, Inc.",USA,Airlines,1.24B,-,1.00M,-335.30%,119.30%,3.6,,"Honolulu, HI",5001 to 10000 Employees,1929,$2 to $5 billion (USD),60,76
2983,HAAC [NASD],Health Assurance Acquisition Corp.,USA,Shell Companies,560.55M,-,428.27K,-,-,-1,,"Cambridge, MA",Unknown,null,Unknown / Non-Applicable,-1,-1
2984,HAACU [NASD],Health Assurance Acquisition Corp.,USA,Shell Companies,-,-,68.00K,-,-,-1,,"Cambridge, MA",Unknown,null,Unknown / Non-Applicable,-1,-1
2985,HACK [NYSE],ETFMG Prime Cyber Security ETF,USA,Exchange Traded Fund,-,21.78,186.00K,-,-,4.2,,"Washington, DC",10000+ Employees,1947,$10+ billion (USD),84,93
2986,HAE [NYSE],Haemonetics Corporation,USA,Medical Instruments & Supplies,3.11B,-,1.02M,4.90%,11.40%,3.5,,"Boston, MA",1001 to 5000 Employees,1971,$500 million to $1 billion (USD),59,63
2987,HAFC [NASD],Hanmi Financial Corporation,USA,Banks - Regional,574.46M,-,165.99K,30.00%,-5.95%,2.5,,"Los Angeles, CA",501 to 1000 Employees,null,$100 to $500 million (USD),15,30
2988,HAIL [NYSE],SPDR S&P Kensho Smart Mobility ETF,USA,Exchange Traded Fund,-,-,56.62K,-,-,-1,-1,-1,-1,-1,-1,-1,-1
2989,HAIN [NASD],"The Hain Celestial Group, Inc.",USA,Packaged Foods,3.99B,-,679.96K,155.30%,14.74%,2.7,,"Lake Success, NY",5001 to 10000 Employees,1993,$2 to $5 billion (USD),47,61
2990,"HAL [NYSE, S&P 500]",Halliburton Company,USA,Oil & Gas Equipment & Services,19.47B,-,8.95M,-158.60%,46.55%,3.6,,"Houston, TX",10000+ Employees,1919,$10+ billion (USD),68,66
2991,HALL [NASD],"Hallmark Financial Services, Inc.",USA,Insurance - Property & Casualty,76.52M,15.45,175.69K,125.40%,266.67%,2.6,,"Dallas, TX",501 to 1000 Employees,1984,$25 to $50 million (USD),29,30
2992,HALO [NASD],"Halozyme Therapeutics, Inc.",USA,Biotechnology,5.75B,-,1.04M,282.30%,77.86%,3.3,,"San Diego, CA",201 to 500 Employees,2001,$100 to $500 million (USD),65,74
2993,HAP [NYSE],VanEck Vectors Natural Resources ETF,USA,Exchange Traded Fund,-,7.91,9.45K,-,-,-1,-1,-1,-1,-1,-1,-1,-1
2994,HAPP [NASD],Happiness Biotech Group Limited,China,Drug Manufacturers - Specialty & Generic,40.90M,36.61,299.42K,-34.60%,-,-1,,"Nanping, China",51 to 200 Employees,null,Unknown / Non-Applicable,-1,-1
2995,HARP [NASD],"Harpoon Therapeutics, Inc.",USA,Biotechnology,485.90M,16.85,290.11K,22.00%,35.80%,4.8,,"San Francisco, CA",1 to 50 Employees,null,Unknown / Non-Applicable,100,100
2996,"HAS [NASD, S&P 500]","Hasbro, Inc.",USA,Leisure,12.36B,-,778.76K,-60.10%,12.95%,3.8,,"Pawtucket, RI",5001 to 10000 Employees,1923,$5 to $10 billion (USD),67,86
2997,HASI [NYSE],"Hannon Armstrong Sustainable Infrastructure Capital, Inc.",USA,REIT - Specialty,4.19B,-,664.36K,-11.10%,7.79%,-1,-1,-1,-1,-1,-1,-1,-1
2998,HAUZ [NYSE],Xtrackers International Real Estate ETF,USA,Exchange Traded Fund,-,5.17,54.41K,-,-,-1,-1,-1,-1,-1,-1,-1,-1
2999,HAWX [NYSE],iShares Currency Hedged MSCI ACWI ex U.S. ETF,USA,Exchange Traded Fund,-,-,10.29K,-,-,-1,-1,-1,-1,-1,-1,-1,-1
3000,HAYN [NASD],"Haynes International, Inc.",USA,Metal Fabrication,433.88M,-,54.62K,-166.20%,170.80%,3.5,,"Kokomo, IN",1001 to 5000 Employees,1912,$100 to $500 million (USD),67,88
3001,HAYW [NYSE],"Hayward Holdings, Inc.",USA,Electrical Equipment & Parts,5.48B,42.28,904.72K,-,-1.80%,3.6,,"Elizabeth, NJ",1001 to 5000 Employees,1925,$500 million to $1 billion (USD),56,51
3002,"HBAN [NASD, S&P 500]",Huntington Bancshares Incorporated,USA,Banks - Regional,13.54B,-,16.79M,-45.20%,-3.16%,3.9,,"Columbus, OH",10000+ Employees,1866,$10+ billion (USD),77,90
3003,HBB [NYSE],Hamilton Beach Brands Holding Company,USA,Consumer Electronics,325.09M,22.13,39.65K,59.20%,2.38%,2.7,,"Glen Allen, VA",201 to 500 Employees,1904,$100 to $500 million (USD),39,49
3004,HBCP [NASD],"Home Bancorp, Inc.",USA,Banks - Regional,334.46M,11.58,17.33K,-6.80%,-19.59%,3.7,,"Lafayette, LA",51 to 200 Employees,null,$50 to $100 million (USD),62,69
3005,"HBI [NYSE, S&P 500]",Hanesbrands Inc.,USA,Apparel Manufacturing,6.22B,9.4,4.30M,-119.60%,6.39%,3.7,,"Winston-Salem, NC",10000+ Employees,2005,$5 to $10 billion (USD),78,94
3006,HBIO [NASD],"Harvard Bioscience, Inc.",USA,Medical Instruments & Supplies,289.52M,11.24,266.77K,-63.10%,29.32%,2.7,,"Holliston, MA",201 to 500 Employees,1901,$100 to $500 million (USD),38,0
3007,HBM [NYSE],Hudbay Minerals Inc.,Canada,Copper,1.59B,10.72,1.63M,26.20%,41.60%,2.7,,"Toronto, Canada",1001 to 5000 Employees,null,$1 to $2 billion (USD),23,37
3008,HBMD [NASD],"Howard Bancorp, Inc.",USA,Banks - Regional,298.05M,9.44,17.34K,-202.30%,-9.45%,3.6,,"Baltimore, MD",201 to 500 Employees,null,$1 to $2 billion (USD),70,86
3009,HBNC [NASD],"Horizon Bancorp, Inc.",USA,Banks - Regional,739.65M,10.45,119.27K,1.70%,0.86%,3.5,,"Michigan City, IN",501 to 1000 Employees,1873,$100 to $500 million (USD),55,97
3010,HBP [NASD],"Huttig Building Products, Inc.",USA,Industrial Distribution,147.69M,8.94,241.64K,95.90%,-,3.4,,"Saint Louis, MO",1001 to 5000 Employees,1885,$500 million to $1 billion (USD),62,69
3011,HBT [NASD],"HBT Financial, Inc.",USA,Banks - Regional,467.22M,-,26.32K,-59.70%,-15.01%,3.8,,"Bloomington, IL",501 to 1000 Employees,1965,$100 to $500 million (USD),64,91
3012,"HCA [NYSE, S&P 500]","HCA Healthcare, Inc.",USA,Medical Care Facilities,67.34B,10.44,1.41M,8.50%,8.20%,2.9,,"London, United Kingdom",1001 to 5000 Employees,1968,$100 to $500 million (USD),47,70
3013,HCAP [NASD],Harvest Capital Credit Corporation,USA,Asset Management,57.65M,11.5,24.12K,25.00%,25.70%,-1,-1,-1,-1,-1,-1,-1,-1
3014,HCAQ [NASD],HealthCor Catalio Acquisition Corp.,USA,Shell Companies,257.50M,15.05,29.83K,-,-,-1,,"New York, NY",Unknown,null,Unknown / Non-Applicable,-1,-1
3015,HCAR [NASD],Healthcare Services Acquisition Corporation,USA,Shell Companies,400.32M,13.22,43.60K,-,-,-1,,"Bethesda, MD",Unknown,null,Unknown / Non-Applicable,-1,-1
3016,HCARU [NASD],Healthcare Services Acquisition Corporation,USA,Shell Companies,-,-,23.47K,-,-,-1,,"Bethesda, MD",Unknown,null,Unknown / Non-Applicable,-1,-1
3017,HCAT [NASD],"Health Catalyst, Inc.",USA,Health Information Services,2.44B,21.95,461.43K,77.40%,48.30%,4.5,,"Salt Lake City, UT",1001 to 5000 Employees,2008,$100 to $500 million (USD),91,99
3018,HCC [NYSE],"Warrior Met Coal, Inc.",USA,Coking Coal,856.05M,-,722.11K,-111.90%,741.40%,2.9,,"Brookwood, AL",1001 to 5000 Employees,null,Unknown / Non-Applicable,39,0
3019,HCCCU [NASD],Healthcare Capital Corp.,USA,Shell Companies,-,-,26.04K,-,-,2.7,,"Albuquerque, NM",10000+ Employees,1993,$100 to $500 million (USD),44,100
3020,HCCI [NASD],"Heritage-Crystal Clean, Inc",USA,Waste Management,680.38M,41.66,43.67K,42.40%,-2.19%,3.8,,"Elgin, IL",1001 to 5000 Employees,1999,$100 to $500 million (USD),84,85
3021,HCDI [NASD],"Harbor Custom Development, Inc.",USA,Real Estate - Development,46.43M,19.09,552.94K,-,-,-1,,"Gig Harbor, WA",Unknown,null,Unknown / Non-Applicable,-1,-1
3022,HCHC [NYSE],"HC2 Holdings, Inc.",USA,Telecom Services,291.56M,-,499.22K,-60.90%,-,2.9,,"New York, NY",1001 to 5000 Employees,null,$1 to $2 billion (USD),74,100
3023,HCI [NYSE],"HCI Group, Inc.",USA,Insurance - Property & Casualty,752.51M,-,91.71K,5.40%,15.33%,3.5,,"Tampa, FL",Unknown,null,Unknown / Non-Applicable,72,-1
3024,HCIC [NASD],Hennessy Capital Investment Corp. V,USA,Shell Companies,429.54M,-,347.62K,-,-,-1,-1,-1,-1,-1,-1,-1,-1
3025,HCICU [NASD],Hennessy Capital Investment Corp. V,USA,Shell Companies,-,-,95.45K,-,-,-1,-1,-1,-1,-1,-1,-1,-1
3026,HCIIU [NASD],Hudson Executive Investment Corp. II,USA,Shell Companies,-,22.71,51.55K,-,-,-1,-1,-1,-1,-1,-1,-1,-1
3027,HCKT [NASD],"The Hackett Group, Inc.",USA,Information Technology Services,508.75M,23.84,162.58K,-75.70%,9.55%,4,,"Miami, FL",1001 to 5000 Employees,1997,$100 to $500 million (USD),77,92
3028,HCM [NASD],HUTCHMED (China) Limited,Hong Kong,Drug Manufacturers - General,4.35B,-,208.80K,-,-,-1,-1,-1,-1,-1,-1,-1,-1
3029,HCNEU [NASD],Jaws Hurricane Acquisition Corp. Unit,USA,Shell Companies,-,-,1.91M,-,-,-1,-1,-1,-1,-1,-1,-1,-1
3030,HDSN [NASD],"Hudson Technologies, Inc.",USA,Specialty Chemicals,126.61M,-,764.21K,80.00%,500.00%,3.6,,"Pearl River, NY",51 to 200 Employees,null,$100 to $500 million (USD),59,100
3031,HDV [NYSE],iShares Core High Dividend ETF,USA,Exchange Traded Fund,-,97.67,349.94K,-,-,4.1,,"New York, NY",10000+ Employees,1988,$10+ billion (USD),83,96
3032,HE [NYSE],"Hawaiian Electric Industries, Inc.",USA,Utilities - Regulated Electric,4.55B,-,617.45K,-5.10%,2.01%,3,,"Honolulu, HI",1001 to 5000 Employees,1981,$2 to $5 billion (USD),0,-1
3033,HEAR [NASD],Turtle Beach Corporation,USA,Consumer Electronics,516.29M,-,433.60K,107.20%,16.42%,3.6,,"San Diego, CA",51 to 200 Employees,1975,$100 to $500 million (USD),71,89
3034,HEC [NASD],Hudson Executive Investment Corp.,USA,Shell Companies,337.00M,20.05,697.46K,-,-,-1,,"New York, NY",Unknown,null,Unknown / Non-Applicable,-1,-1
3035,HECCU [NASD],Hudson Executive Investment Corp.,USA,Shell Companies,449.97M,20.64,7.03K,-,-,-1,,"New York, NY",Unknown,null,Unknown / Non-Applicable,-1,-1
3036,HEDJ [NYSE],WisdomTree Europe Hedged Equity Fund,USA,Exchange Traded Fund,-,11.14,108.41K,-,-,-1,-1,-1,-1,-1,-1,-1,-1
3037,HEEM [AMEX],iShares Currency Hedged MSCI Emerging Markets ETF,USA,Exchange Traded Fund,-,18.92,21.13K,-,-,3.4,,"Beauchamp, France",1001 to 5000 Employees,null,$100 to $500 million (USD),79,70
3038,HEES [NASD],"H&E Equipment Services, Inc.",USA,Rental & Leasing Services,1.13B,-,218.76K,-137.40%,37.06%,4,,"Baton Rouge, LA",1001 to 5000 Employees,1961,$1 to $2 billion (USD),68,89
3039,HEFA [AMEX],iShares Currency Hedged MSCI EAFE ETF,USA,Exchange Traded Fund,-,-,295.37K,-,-,3.4,,"Beauchamp, France",1001 to 5000 Employees,null,$100 to $500 million (USD),79,70
3040,HEGD [AMEX],Swan Hedged Equity US Large Cap ETF,USA,Exchange Traded Fund,-,-,30.32K,-,-,-1,-1,-1,-1,-1,-1,-1,-1
3041,HEI [NYSE],HEICO Corporation,USA,Aerospace & Defense,18.02B,-,333.03K,-4.20%,24.16%,3.4,,"Hollywood, FL",1001 to 5000 Employees,1957,$1 to $2 billion (USD),63,77
3042,HEI-A [NYSE],HEICO Corporation,USA,Aerospace & Defense,10.35B,73.56,178.44K,-9.20%,34.60%,3.4,,"Hollywood, FL",1001 to 5000 Employees,1957,$1 to $2 billion (USD),63,77
3043,HELE [NASD],Helen of Troy Limited,USA,Household & Personal Products,5.21B,51.02,228.23K,59.60%,7.71%,4.5,,"El Paso, TX",1001 to 5000 Employees,1968,$1 to $2 billion (USD),93,98
3044,HELX [AMEX],Franklin Genomic Advancements ETF,USA,Exchange Traded Fund,-,66.86,1.78K,-,-,-1,-1,-1,-1,-1,-1,-1,-1
3045,HEP [NYSE],"Holly Energy Partners, L.P.",USA,Oil & Gas Midstream,2.30B,45.61,245.70K,-24.20%,1.17%,4,,"Dallas, TX",201 to 500 Employees,2004,$100 to $500 million (USD),81,100
3046,HEPA [NASD],"Hepion Pharmaceuticals, Inc.",USA,Biotechnology,170.68M,22.46,2.38M,65.60%,-45.70%,-1,-1,-1,-1,-1,-1,-1,-1
3047,HEQ [NYSE],John Hancock Hedged Equity & Income Fund,USA,Closed-End Fund - Equity,152.31M,17.05,52.03K,-,-,-1,-1,-1,-1,-1,-1,-1,-1
3048,HERA [NASD],FTAC Hera Acquisition Corp.,USA,Shell Companies,-,-,43.35K,-,-,-1,-1,-1,-1,-1,-1,-1,-1
3049,HERAU [NASD],FTAC Hera Acquisition Corp.,USA,Shell Companies,-,-,171.53K,-,-,-1,-1,-1,-1,-1,-1,-1,-1
3050,HERO [NASD],Global X Video Games & Esports ETF,USA,Exchange Traded Fund,-,-,183.62K,-,-,3.8,,"Seattle, WA",10000+ Employees,1994,$10+ billion (USD),72,81
3051,"HES [NYSE, S&P 500]",Hess Corporation,USA,Oil & Gas E&P,25.83B,-,2.06M,-641.90%,115.50%,3.9,,"New York, NY",1001 to 5000 Employees,null,$2 to $5 billion (USD),83,91
3052,HESM [NYSE],Hess Midstream LP,USA,Oil & Gas Midstream,7.26B,-,234.29K,8.90%,7.93%,-1,-1,-1,-1,-1,-1,-1,-1
3053,HEWG [NASD],iShares Currency Hedged MSCI Germany ETF,USA,Exchange Traded Fund,-,26.27,53.81K,-,-,-1,-1,-1,-1,-1,-1,-1,-1
3054,HEWJ [NYSE],iShares Currency Hedged MSCI Japan ETF,USA,Exchange Traded Fund,-,17.75,195.01K,-,-,3.4,,"Beauchamp, France",1001 to 5000 Employees,null,$100 to $500 million (USD),79,70
3055,HEWU [NYSE],iShares Currency Hedged MSCI United Kingdom ETF,USA,Exchange Traded Fund,-,14.15,0.71K,-,-,-1,-1,-1,-1,-1,-1,-1,-1
3056,HEXO [NYSE],HEXO Corp.,Canada,Drug Manufacturers - Specialty & Generic,695.15M,-,3.69M,-,-,3.2,,"Gatineau, Canada",201 to 500 Employees,2013,Unknown / Non-Applicable,40,60
3057,HEZU [NYSE],iShares Currency Hedged MSCI Eurozone ETF,USA,Exchange Traded Fund,-,-,262.45K,-,-,3.4,,"Beauchamp, France",1001 to 5000 Employees,null,$100 to $500 million (USD),79,70
3058,HFBL [NASD],"Home Federal Bancorp, Inc. of Louisiana",USA,Banks - Regional,60.70M,-,2.26K,-14.50%,-,4.6,,"Lake Charles, LA",201 to 500 Employees,1949,Unknown / Non-Applicable,100,100
3059,"HFC [NYSE, S&P 500]",HollyFrontier Corporation,USA,Oil & Gas Refining & Marketing,5.30B,-,3.19M,-180.80%,611.00%,3.8,,"Dallas, TX",1001 to 5000 Employees,1947,$10+ billion (USD),75,86
3060,HFFG [NASD],HF Foods Group Inc.,USA,Food Distribution,289.67M,-,119.05K,-,-,-1,,"Greensboro, NC",Unknown,null,Unknown / Non-Applicable,-1,-1
3061,HFRO [NYSE],Highland Funds I - Highland Income Fund,USA,Asset Management,767.02M,-,342.36K,-,-,-1,-1,-1,-1,-1,-1,-1,-1
3062,HFWA [NASD],Heritage Financial Corporation,USA,Banks - Regional,886.96M,-,102.81K,-29.50%,-24.02%,-1,,"Ojai, CA",1 to 50 Employees,null,Unknown / Non-Applicable,-1,-1
3063,HFXI [NYSE],IQ 50 Percent Hedged FTSE International ETF,USA,Exchange Traded Fund,-,-,24.05K,-,-,-1,-1,-1,-1,-1,-1,-1,-1
3064,HGBL [NASD],Heritage Global Inc.,USA,Capital Markets,90.04M,14.88,63.51K,121.70%,50.76%,3.7,,"Toronto, Canada",1 to 50 Employees,null,$1 to $5 million (USD),100,-1
3065,HGEN [NASD],"Humanigen, Inc.",USA,Biotechnology,1.07B,15.33,2.97M,-426.20%,17.72%,-1,-1,-1,-1,-1,-1,-1,-1
3066,HGLB [NYSE],Highland Global Allocation Fund,USA,Asset Management,197.67M,-,188.33K,-,-,-1,-1,-1,-1,-1,-1,-1,-1
3067,HGSH [NASD],China HGS Real Estate Inc.,China,Real Estate - Development,47.90M,-,494.51K,-73.50%,-,3.8,,"Providencia, Chile",201 to 500 Employees,null,Unknown / Non-Applicable,65,-1
3068,HGV [NYSE],Hilton Grand Vacations Inc.,USA,Resorts & Casinos,3.61B,8.29,841.09K,-197.40%,138.08%,3.9,,"Orlando, FL",5001 to 10000 Employees,1992,Unknown / Non-Applicable,77,91
3069,HHC [NYSE],The Howard Hughes Corporation,USA,Real Estate - Diversified,5.51B,8.48,208.01K,-129.20%,523.60%,3.4,,"Dallas, TX",1001 to 5000 Employees,2010,$500 million to $1 billion (USD),56,89
3070,HHR [NASD],HeadHunter Group PLC,Russia,Staffing & Employment Services,1.91B,63.24,156.96K,17.10%,40.51%,-1,-1,-1,-1,-1,-1,-1,-1
3071,HI [NYSE],"Hillenbrand, Inc.",USA,Specialty Industrial Machinery,3.06B,24.85,352.94K,-142.70%,2.04%,3.4,,"Batesville, IN",5001 to 10000 Employees,2008,$1 to $2 billion (USD),80,81
3072,HIBB [NASD],"Hibbett Sports, Inc.",USA,Specialty Retail,1.14B,18.14,378.58K,231.20%,-23.30%,3.5,,"Birmingham, AL",5001 to 10000 Employees,1946,$500 million to $1 billion (USD),69,78
3073,HIBL [NYSE],Direxion Daily S&P 500 High Beta Bull 3X Shares,USA,Exchange Traded Fund,-,11.26,127.98K,-,-,-1,-1,-1,-1,-1,-1,-1,-1
